entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Higher water temperature,Environmental factor,Infectious diseases,Disease,Spreads,"As the higher temperature (35°C) favours the growth of pathogenic bacteria, higher water tem- perature spreads infectious diseases resulting in epidemic fish death."
Infectious diseases,Disease,Epidemic fish death,Death,Results in,"As the higher temperature (35°C) favours the growth of pathogenic bacteria, higher water tem- perature spreads infectious diseases resulting in epidemic fish death."
Fresh water fish,Animal,Saline water,Water type,Affected by,"Besides this, due to saline water intrusion, fresh water fish cannot survive."
Saline water,Water type,Fresh water fish,Animal,Causes harm to,"Besides this, due to saline water intrusion, fresh water fish cannot survive."
Climate change,Environmental issue,Natural disasters,Phenomenon,Results in,"Health Risk Climate change has been resulting in frequent natural disasters such as devastating floods, cyclones etc."
Natural disasters,Phenomenon,Floods,Disaster type,Includes,"Health Risk Climate change has been resulting in frequent natural disasters such as devastating floods, cyclones etc."
Natural disasters,Phenomenon,Cyclones,Disaster type,Includes,"Health Risk Climate change has been resulting in frequent natural disasters such as devastating floods, cyclones etc."
Air temperature,Physical quantity,Water temperature,Physical quantity,Similar to,"Like water temperature, air temperature will also increase."
Bangladesh,Country,Anthrax,Disease,Related to,"In Bangladesh, we never heard about the disease like Anthrax before."
Veterinarians,Profession,Opinion,Opinion,have,"According to the opinion of veterinarians and dairy farmers, although anthrax in human can be treated, infected animals cannot survive."
Dairy farmers,Profession,Opinion,Opinion,have,"According to the opinion of veterinarians and dairy farmers, although anthrax in human can be treated, infected animals cannot survive."
Anthrax,Disease,Human,Organism,can be treated,"According to the opinion of veterinarians and dairy farmers, although anthrax in human can be treated, infected animals cannot survive."
Anthrax,Disease,Animals,Organism,infects,"According to the opinion of veterinarians and dairy farmers, although anthrax in human can be treated, infected animals cannot survive."
Infected animals,Organism,Survival,Outcome,cannot,"According to the opinion of veterinarians and dairy farmers, although anthrax in human can be treated, infected animals cannot survive."
Anthrax,Pathogen,Climate change,Phenomenon,Affected by,Due to climate change many deadly pathogens like anthrax may grow.
Anthrax,Pathogen,Deadly,Characteristic,Has,Due to climate change many deadly pathogens like anthrax may grow.
Climate change,Phenomenon,Pathogens,Microorganism,May cause growth of,Due to climate change many deadly pathogens like anthrax may grow.
Biodiversity,Concept,Ecological balance,Concept,Contributes to,Biodiversity Biodiversity is a very important factor for ecological balance.
Biodiversity,Concept,Bangladesh,Country,Affected by,"It is estimated that due to climate change, about 30% of biodiversity will be lost in Bangladesh."
Climate change,Phenomenon,Biodiversity,Concept,Cause of,"It is estimated that due to climate change, about 30% of biodiversity will be lost in Bangladesh."
Bangladesh,Country,Biodiversity,Concept,Location of loss,"It is estimated that due to climate change, about 30% of biodiversity will be lost in Bangladesh."
Natural disasters,Event,Cyclones,Weather phenomenon,Type of,Cyclone Natural disasters like cyclones will be more frequent and devastating.
Cyclones,Weather phenomenon,Devastation,Effect,Cause of,Cyclone Natural disasters like cyclones will be more frequent and devastating.
IPCC,Organization,Climate change,Phenomenon,Evaluate effects of,9.1.2 Global Perspective IPCC (Intergovernmental Panel on Climate Change) is the body which has been formed to evaluate the effects of climate change.
Evaluation report,Document type,AR4,Document name,of,"According to their fourth eval- uation report (AR4), the effect of climate change is very severe and that is inten- sifying day by day."
Climate change,Phenomenon,Effect,Outcome,of,"According to their fourth eval- uation report (AR4), the effect of climate change is very severe and that is inten- sifying day by day."
Climate change,Phenomenon,Severe,Degree of severity,of,"According to their fourth eval- uation report (AR4), the effect of climate change is very severe and that is inten- sifying day by day."
Climate change,Phenomenon,Intensifying,Degree of intensity,day by day,"According to their fourth eval- uation report (AR4), the effect of climate change is very severe and that is inten- sifying day by day."
Global temperature,Physical quantity,Last 100 years,Time period,Measured over,The average global temperature in last 100 years has been increased approximately by 0.7°C.
Global temperature,Physical quantity,Increased,Action,Occurred in,The average global temperature in last 100 years has been increased approximately by 0.7°C.
Global temperature,Physical quantity,0.7°C,Physical quantity,Amount of increase,The average global temperature in last 100 years has been increased approximately by 0.7°C.
Sea level,Physical quantity,1961-2003,Time period,Risen by,"During 1961-2003, sea level has risen 0.18mm/year."
Ice deposit,Natural phenomenon,Mountains,Geographical feature,Located on,The ice deposit on mountains has already started to decrease.
Ice deposit,Natural phenomenon,Decrease,Change,Experiencing,The ice deposit on mountains has already started to decrease.
Summer,Season,1995-2006,Time period,Occurred in,Summer in last 11 years out of 12 years was very hot from 1995-2006.
11 years,Time period,Last 12 years,Time period,Occurred in,Summer in last 11 years out of 12 years was very hot from 1995-2006.
Hot,Weather condition,Summer,Season,Occurred in,Summer in last 11 years out of 12 years was very hot from 1995-2006.
AR4,Report,Atmospheric temperature,Climate variable,Describes,"According to AR4, in next two decades, atmospheric temperature may increase by 0.2-0.3°C/every 10 years."
Atmospheric temperature,Climate variable,Increase,Change,May experience,"According to AR4, in next two decades, atmospheric temperature may increase by 0.2-0.3°C/every 10 years."
0.2-0.3°C,Temperature range,Every 10 years,Time period,Over,"According to AR4, in next two decades, atmospheric temperature may increase by 0.2-0.3°C/every 10 years."
Average global temperature,Physical quantity,2100,Time,May rise by 1.1-6.4 °C,"It is assumed that by 2100, the average global temperature may rise by 1.1-6.4 °C."
Water,Resource,Moist tropics,Region,Availability will increase in,"At the same time, the availability of water will increase in moist tropics and high latitudes, and decrease in mid latitudes and semi-arid low latitudes."
Water,Resource,High latitudes,Region,Availability will increase in,"At the same time, the availability of water will increase in moist tropics and high latitudes, and decrease in mid latitudes and semi-arid low latitudes."
Water,Resource,Mid latitudes,Region,Availability will decrease in,"At the same time, the availability of water will increase in moist tropics and high latitudes, and decrease in mid latitudes and semi-arid low latitudes."
Water,Resource,Semi-arid low latitudes,Region,Availability will decrease in,"At the same time, the availability of water will increase in moist tropics and high latitudes, and decrease in mid latitudes and semi-arid low latitudes."
Sea level,Physical quantity,2080,Time,Measured in,"196 Science By 2080, sea level may rise by 34 cm, as a result many low lying countries including Bangladesh will be submerged in water."
Sea level,Physical quantity,34 cm,Physical quantity,Rise by,"196 Science By 2080, sea level may rise by 34 cm, as a result many low lying countries including Bangladesh will be submerged in water."
Low lying countries,Geographical location,Bangladesh,Geographical location,Included in,"196 Science By 2080, sea level may rise by 34 cm, as a result many low lying countries including Bangladesh will be submerged in water."
Low lying countries,Geographical location,Water,Physical entity,Submerged in,"196 Science By 2080, sea level may rise by 34 cm, as a result many low lying countries including Bangladesh will be submerged in water."
Water,Natural element,Maldives,Country,Submerged in,"Do you know that part of Maldives and India has already been submerged in water?In recent years, natural disasters such as cyclone, typhoon, hurricane etc."
Water,Natural element,India,Country,Submerged in,"Do you know that part of Maldives and India has already been submerged in water?In recent years, natural disasters such as cyclone, typhoon, hurricane etc."
