Entity,Definition,Images
Accident,"An accident is an unintended, normally unwanted event that was not directly caused by humans.","['https://upload.wikimedia.org/wikipedia/commons/a/a5/A._Provost_-_Versailles_-_Railroad_Disaster.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Accidents.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Hillsborough_Memorial%2C_Anfield.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Cosmetics,"Cosmetics are constituted mixtures of chemical compounds derived from either natural sources, or synthetically created ones.","['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/AncientEgypt-LadyApplyingCosmetics-ROM.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Spore,"In biology, a spore is a unit of sexual or asexual reproduction that may be adapted for dispersal and for survival, often for extended periods of time, in unfavourable conditions.","['https://upload.wikimedia.org/wikipedia/commons/5/51/Bartramia_ithyphylla_sporen.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Botbrush1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Brachythecium_rutabulum_on_Populus_x_canadensis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Fernspore1.jpg']"
Design of experiments,"The design of experiments (DOE or DOX), also known as experiment design or experimental design, is the design of any task that aims to describe and explain the variation of information under conditions that are hypothesized to reflect the variation.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Balance_%C3%A0_tabac_1850.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Factorial_Design.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg']"
Candle in bell jar P,Not found on Wikipedia,['Image not found']
Soft drink,"A soft drink (see § Terminology for other names) is a drink that usually contains water (often carbonated), a sweetener, and a natural and/or artificial flavoring.","['https://upload.wikimedia.org/wikipedia/commons/d/d3/%281883%29_SCHWEPPES_MINERAL-WATERS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/016_Coca-Cola_vending_machine_at_Kyoto_Station%2C_Japan_-_%E3%82%B3%E3%82%AB%E3%82%B3%E3%83%BC%E3%83%A9_%E8%87%AA%E5%8B%95%E8%B2%A9%E5%A3%B2%E6%A9%9F.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/15/7-Up_Bottlers_Flavor_jug.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Eardrum,"In the anatomy of humans and various other tetrapods, the eardrum, also called the tympanic membrane or myringa, is a thin, cone-shaped membrane that separates the external ear from the middle ear.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/1871_Descent_F937.1_fig03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Blausen_0328_EarAnatomy.png']"
Fern,A fern (Polypodiopsida or Polypodiophyta ) is a member of a group of vascular plants (plants with xylem and phloem) that reproduce via spores and have neither seeds nor flowers.,"['https://upload.wikimedia.org/wikipedia/commons/0/09/Adiantum_lunulatum_W_IMG_2336.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Asplenium_marinum_Moore38.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Barnsley_fern_plotted_with_VisSim.PNG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/CowellFerns.JPG']"
Potato,"The potato is a starchy food, a tuber of the plant Solanum tuberosum and is a root vegetable native to the Americas.","['https://upload.wikimedia.org/wikipedia/commons/9/95/AVR_Puma_4.0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Aardappel_%27Dor%C3%A9%27_%28Solanum_tuberosum_%27Dor%C3%A9%27%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Baked_Potato_%283662019664%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Bauernfr%C3%BChst%C3%BCck-01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Burger_and_fries_%281%29.jpg']"
 ______ cell,Cell most often refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Mollusca,"Mollusca is the second-largest phylum of invertebrate animals, after the Arthropoda;  members are known as molluscs or mollusks ().","['https://upload.wikimedia.org/wikipedia/commons/3/32/Archimollusc-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Berlin_Naturkundemuseum_Muscheln.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Cypraea_chinensis_with_partially_extended_mantle.jpg']"
4.4.4,Not found on Wikipedia,['Image not found']
Thallophyte,"Thallophytes (Thallophyta, Thallophyto or Thallobionta) are a polyphyletic group of non-motile organisms traditionally described as ""thalloid plants"", ""relatively simple plants"" or ""lower plants"".",['https://upload.wikimedia.org/wikipedia/commons/9/96/CSIRO_ScienceImage_4092_Lichen_on_tree_in_Adelaide_Hills_SA_1992.jpg']
Cell sap,Not found on Wikipedia,['Image not found']
Electric battery,A battery is a source of electric power consisting of one or more electrochemical cells with external connections for powering electrical devices.,"['https://upload.wikimedia.org/wikipedia/commons/2/25/2011-04-04_18-35-26_267.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/BATTERY_EXPLOSION_IN_TEST_CELL_-_NARA_-_17443202.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Batteries_comparison_4%2C5_D_C_AA_AAA_AAAA_A23_9V_CR2032_LR44_matchstick-vertical.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Battery_checker.jpg']"
Sikhism,"Sikhism (), also known as Sikhi (Punjabi: ਸਿੱਖੀ Sikkhī, [ˈsɪkʰiː], from ਸਿੱਖ, Sikh, 'disciple', 'seeker', or 'learner'), is a Dharmic or Indian religion and philosophy that originated in the Western Himalayan and sub-Himalayan Punjab region of the Indian subcontinent, around the end of the 15th century CE. It is the most recently founded major organized faith and stands at fifth-largest worldwide, with about 25–30 million adherents (known as Sikhs) as of the early 21st century.Sikhism developed from the spiritual teachings of Guru Nanak (1469–1539), the faith's first guru, and the nine Sikh gurus who succeeded him.","['https://upload.wikimedia.org/wikipedia/commons/a/af/Akalees_Emily_Eden_PDL.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Bhai_Mati_Das.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Bodyguard_of_Ranjit_Singh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Dasam.Granth.Frontispiece.BL.Manuscript.1825-1850.jpg']"
Lit the candle,Not found on Wikipedia,['Image not found']
Cri smas,Not found on Wikipedia,['Image not found']
Bird flight,Bird flight is the primary mode of locomotion used by most bird species in which birds take off and fly.,"['https://upload.wikimedia.org/wikipedia/commons/9/9d/Archaeopteryx_lithographica_%28Berlin_specimen%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Calypte_anna%2C_San_Francisco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Chicken_wing.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Crossopterygii_fins_tetrapod_legs.svg']"
Dermis,"The dermis or corium is a layer of skin between the epidermis (with which it makes up the cutis) and subcutaneous tissues, that primarily consists of dense irregular connective tissue and cushions the body from stress and strain.","['https://upload.wikimedia.org/wikipedia/commons/a/a7/Action_photo_of_nasal_spray_on_a_black_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Blausen_0802_Skin_DermalCirculation.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Epidermis%2C_papillary_dermis_and_reticular_dermis.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/FlattenedRoundPills.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Glycerin_suppositories.jpg']"
Minute particle,Not found on Wikipedia,['Image not found']
Postage stamp,"A postage stamp is a small piece of paper issued by a post office, postal administration, or other authorized vendors to customers who pay postage (the cost involved in moving, insuring, or registering mail).","['https://upload.wikimedia.org/wikipedia/commons/7/77/Abudhabi30mar1964fdc.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Basel_Dove_unused.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Cartica.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Costa_Rica_Diamond_stamp2_1937-2c.jpg']"
100 gram,Not found on Wikipedia,['Image not found']
Fonna,Not found on Wikipedia,['Image not found']
North,North is one of the four compass points or cardinal directions.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Compass_Rose_English_North.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
What can we see,Not found on Wikipedia,['Image not found']
Latin phrase,Not found on Wikipedia,['Image not found']
Photograph,"A photograph (also known as a photo, image, or picture) is an image created by light falling on a photosensitive surface, usually photographic film or an electronic image sensor, such as a CCD or a CMOS chip.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/A_Stream_of_Stars_over_Paranal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Icelandic_Landscape_near_Neskaupsta%C3%B0ur_July_2014.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Kauppatori_Kolera-altaan_luona_-_G30718_-_hkm.HKMS000005-km0000phjs.jpg']"
Solid,"Solid is one of the four fundamental states of matter (the others being liquid, gas, and plasma).","['https://upload.wikimedia.org/wikipedia/commons/9/9b/1D_normal_modes_%28280_kB%29.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Ceranfeld.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Chrysler_Building_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Different_minerals.jpg']"
Tress,Tress may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Desert,"A desert is a barren area of landscape where little precipitation occurs and, consequently, living conditions are hostile for plant and animal life.","['https://upload.wikimedia.org/wikipedia/commons/d/da/A_mine_explodes_close_to_a_British_truck_as_it_carries_infantry_through_enemy_minefields_and_wire_to_the_new_front_lines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Aerial_view_of_dunefield%2C_White_Sands_National_Park%2C_New_Mexico%2C_United_States.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Agasthiyamalai_range_and_Tirunelveli_rainshadow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/AntarcticaDomeCSnow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/AtacamaDesertByFrode.jpg']"
World War III,"World War III or the Third World War, often abbreviated as WWIII or WW3, are names given to a hypothetical worldwide large-scale military conflict subsequent to World War I and World War II. The term has been in use since at least as early as 1941.","['https://upload.wikimedia.org/wikipedia/commons/5/5d/Castle_Bravo_Blast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Destruction_of_Russian_tanks_by_Ukrainian_troops_in_Mariupol_%284%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Operation_Upshot_test.ogv']"
Society,"A society is a group of individuals involved in persistent social interaction, or a large social group sharing the same spatial or social territory, typically subject to the same political authority and dominant cultural expectations.","['https://upload.wikimedia.org/wikipedia/commons/0/02/Ants%27_Social_Ethology.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/BushmenSan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Caesio_teres_in_Fiji_by_Nick_Hobgood.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Canis_lupus_pack_surrounding_Bison.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Jam,Not found on Wikipedia,['Image not found']
Soil composition,Not found on Wikipedia,['Image not found']
Grass tum pale,Not found on Wikipedia,['Image not found']
Mathematics,"Mathematics is an area of knowledge that includes the topics of numbers, formulas and related structures, shapes and the spaces in which they are contained, and quantities and their changes.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Bakhshali_numerals_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Cauchy_sequence_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Gender,"Gender includes the social, psychological, cultural and behavioral aspects of being a man, woman, or other gender identity.","['https://upload.wikimedia.org/wikipedia/commons/9/94/2013_Rally_for_Transgender_Equality_21175.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Combotrans.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Feminist_philosophy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Gender_and_poverty_2012.jpg']"
Fruit,"In botany, a fruit is the seed-bearing structure in flowering plants that is formed from the ovary after flowering.","['https://upload.wikimedia.org/wikipedia/commons/d/de/Bananavarieties.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Blackberryraspberrystrawberry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/DewberriesWeb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg']"
Lajjaboti,Not found on Wikipedia,['Image not found']
Nut-cracker,Not found on Wikipedia,['Image not found']
3.c,Not found on Wikipedia,['Image not found']
Hot,Hot or the acronym HOT may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Environmental pollution,Not found on Wikipedia,['Image not found']
Leaf vegetable,"Leaf vegetables, also called leafy greens, pot herbs, vegetable greens, or simply greens, are plant leaves eaten as a vegetable, sometimes accompanied by tender petioles and shoots.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/Kale-Bundle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/More_Liponda.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Ong_choy_water_spinach.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Pansotti_alle_noci_01.JPG']"
4th layer,Not found on Wikipedia,['Image not found']
