Entity,Definition,Images
Weather,"Weather is the state of the atmosphere, describing for example the degree to which it is hot or cold, wet or dry, calm or stormy, clear or cloudy.","['https://upload.wikimedia.org/wikipedia/commons/6/64/16-008-NASA-2015RecordWarmGlobalYearSince1880-20160120.png', 'https://upload.wikimedia.org/wikipedia/commons/1/14/202107_Percent_of_global_area_at_temperature_records_-_Global_warming_-_NOAA.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Day5pressureforecast.png']"
1717 in literature,This article contains information about the literary events and publications of 1717.,['Image not found']
Physical separation,Not found on Wikipedia,['Image not found']
Maxwell's experiments,Not found on Wikipedia,['Image not found']
Bolivia,"Bolivia, officially the Plurinational State of Bolivia, is a landlocked country located in western-central South America.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/20170805_Bolivia_1195_crop_Sucre_sRGB_%2826204170499%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/20170807_Bolivia_1373_crop_Potos%C3%AD_sRGB_%2837270469644%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Atacama_Desert_Dispute_between_Bolivia_and_Chile_%281825_-_1879%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Aviones_de_BoA_en_Cochabamba.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/BOL_orthographic.svg']"
KJ,KJ may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
20th century,The 20th (twentieth) century began on,"['https://upload.wikimedia.org/wikipedia/commons/d/da/20091002_Hong_Kong_6269.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Africa_independence_dates.PNG', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Alan_Turing_portr%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Arthur_Mees_Flags_of_A_Free_Empire_1910_Cornell_CUL_PJM_1167_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Atomic_cloud_over_Hiroshima_-_NARA_542192_-_Edit.jpg']"
Living,Living or The Living may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Literary work,Not found on Wikipedia,['Image not found']
Mitochondrion,"A mitochondrion (; PL mitochondria) is an organelle found in the cells of most eukaryotes, such as animals, plants and fungi.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Chondrocyte-_calcium_stain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/ERMES.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Electron_transport_chain.svg']"
Shine,Shine may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
H–1,Not found on Wikipedia,['Image not found']
Higher temperature,Not found on Wikipedia,['Image not found']
Bhubaneshwar,Not found on Wikipedia,['Image not found']
Weed,"A weed is a plant considered undesirable in a particular situation, growing where it is not wanted.","['https://upload.wikimedia.org/wikipedia/commons/3/3b/Cattle_poison.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/MIGRANTS_WEED_SUGAR_BEETS_FOR_%242.00_AN_HOUR_-_NARA_-_543858.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Pusteblume_%2866278071%29.jpeg']"
Uniform circular motion,Not found on Wikipedia,['Image not found']
Rome,Rome (Italian and Latin: Roma [ˈroːma] (listen)) is the capital city of Italy.,"['https://upload.wikimedia.org/wikipedia/commons/a/a5/0142_-_Roma_-_Piazza_del_Campidoglio_-_Statua_del_Tevere_-_Foto_Giovanni_Dall%27Orto%2C_7-Apr-2008.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/0_Castel_et_pont_Sant%27Angelo_%281%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/20190406-DSC5193_Panteon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/ROU_Bucharest_CoA1.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Arms_of_Madrid_City.svg']"
Activity,Activity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hypertonic solution,Not found on Wikipedia,['Image not found']
Pest,Pest or The Pest may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Stimulant,"Stimulants (also often referred to as psychostimulants or colloquially as uppers) is an overarching term that covers many drugs including those that increase activity of the central nervous system and the body, drugs that are pleasurable and invigorating, or drugs that have sympathomimetic effects.","['https://upload.wikimedia.org/wikipedia/commons/5/56/Catha_edulis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Cocaine_lines_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Ecstasy_monogram.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Methamphetamines.PNG']"
Sanitation,Sanitation refers to public health conditions related to clean drinking water and treatment and disposal of human excreta and sewage.,"['https://upload.wikimedia.org/wikipedia/commons/0/02/2011_07-Internal_ReinventTheToilet_Animation.webm', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/2016_EPI_Environmental_Health_Objective_-_Water_and_Sanitation_%2826170609358%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Canteen_kitchen.jpg']"
Latin phrase,Not found on Wikipedia,['Image not found']
Simple example,Not found on Wikipedia,['Image not found']
Physical activity,Physical activity  is defined as any voluntary bodily movement produced by skeletal muscles that requires energy expenditure.,"['https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Insufficient_physical_activity.png', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Intensity_and_Energy_Expenditure.png', 'https://upload.wikimedia.org/wikipedia/commons/d/de/MARIANA_DE_MELO.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Model_of_the_field_of_physical_activity.pdf']"
Watch glass,"A watch glass is a circular concave piece of glass used in chemistry as a surface to evaporate a liquid, to hold solids while being weighed, for heating a small amount of substance, and as a cover for a beaker.","['https://upload.wikimedia.org/wikipedia/commons/6/68/Caesium_fluoride.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Laboratory_Watch_glasses_of_different_sizes_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Watch_glass.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Watch_glass_and_funnel.JPG']"
Leaf,"A leaf is a principal appendage of the stem of a vascular plant, usually borne laterally aboveground and specialized for photosynthesis.","['https://upload.wikimedia.org/wikipedia/commons/c/c7/%28Ziziphus_jujuba%29_Foliage_at_Ammuguda_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/3D_rendering_of_a_micro_CT_scan_of_a_piece_of_dried_leaf..ogv', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Acer_Truncatum_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Adiantum_cunninghamii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Berberis_gagnepainii_thorn.jpg']"
Position B,Not found on Wikipedia,['Image not found']
True,"True most commonly refers to truth, the state of being in congruence with fact or reality.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Kidney tubule,Not found on Wikipedia,['Image not found']
Rain,Rain is water droplets that have condensed from atmospheric water vapor and then fall under gravity.,"['https://upload.wikimedia.org/wikipedia/commons/5/5a/1988_US_Rain.ogv', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/1993_US_Rain.ogv', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/250mm_Rain_Gauge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Atlanta_thermal.jpg']"
Physician,"A physician (American English), medical practitioner (Commonwealth English), medical doctor, or simply doctor, is a health professional who practices medicine, which is concerned with promoting, maintaining or restoring health through the study, diagnosis, prognosis and treatment of disease, injury, and other physical and mental impairments.","['https://upload.wikimedia.org/wikipedia/commons/f/f8/Aerial-Picture-of-Jackson-e1445995779731.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Elizabeth_Blackwell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Francesco_Redi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Mercury,Mercury commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Nuclear reactor,A nuclear reactor is a device used to initiate and control a fission nuclear chain reaction or nuclear fusion reactions.,"['https://upload.wikimedia.org/wikipedia/commons/4/4c/CANDU_at_Qinshan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/ChicagoPileTeam.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Circle_frame.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Crocus-p1020491.jpg']"
Cleaning,"Cleaning is the process of removing unwanted substances, such as dirt, infectious agents, and other impurities, from an object or environment.","['Image not found', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Drycleanmachine.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Engineers_Clean_JWST_Secondary_Reflector_with_Carbon_Dioxide_Snow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Kulutusosuuskuntien_Keskusliiton_kokoelma_D1974_7644_%2830878351716%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Laundry_in_the_river.jpg']"
England,England is a country that is part of the United Kingdom.,"['https://upload.wikimedia.org/wikipedia/commons/2/29/09_The_Queen%27s_Dolour_%28A_Farewell%29_Henry_Purcell_Transcribed_Ronald_Stevenson_%281958%29_Mark_Gasser_Piano_%28Live_Recording%29.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/1_christ_church_hall_2012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/After_Hans_Holbein_the_Younger_%281497-8-1543%29_-_Henry_VIII_%281491-1547%29_-_RCIN_404438_-_Royal_Collection.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Bentley_Mulsanne_%E2%80%93_Frontansicht_%281%29%2C_30._August_2011%2C_D%C3%BCsseldorf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Bodiam-castle-10My8-1197.jpg']"
Rotation,"Rotation, or spin, is the circular movement of an object around a central axis.","['https://upload.wikimedia.org/wikipedia/commons/6/61/AxialTiltObliquity.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Flight_dynamics_with_text.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/He1523a.jpg']"
Relative mass,Not found on Wikipedia,['Image not found']
Vibrate,Not found on Wikipedia,['Image not found']
Religious text,"Religious texts, including scripture, are texts which various religions consider to be of central importance to their religious tradition.","['https://upload.wikimedia.org/wikipedia/commons/e/e9/Codex_Vaticanus_B%2C_2Thess._3%2C11-18%2C_Hebr._1%2C1-2%2C2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Rigveda_MS2097.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Trolley,Trolley may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hippocampus,"The hippocampus (via Latin from Greek ἱππόκαμπος, 'seahorse') is a major component of the brain of humans and other vertebrates.","['https://upload.wikimedia.org/wikipedia/commons/7/7a/1511_The_Limbic_Lobe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Brainmaps-macaque-hippocampus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/CajalHippocampus_%28modified%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
20 kHz,Not found on Wikipedia,['Image not found']
Adenosine triphosphate,"Adenosine triphosphate (ATP) is an organic compound that provides energy to drive and support many processes in living cells, such as muscle contraction, nerve impulse propagation, condensate dissolution, and chemical synthesis.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/ATP-ADP.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/ATP-xtal-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/7/73/ATP-xtal-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/AdenosineTriphosphate.qutemol.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Adenosintriphosphat_protoniert.svg']"
Maximum value,Not found on Wikipedia,['Image not found']
Complex motion,Not found on Wikipedia,['Image not found']
Insurance,"Insurance is a means of protection from financial loss in which, in exchange for a fee, a party agrees to compensate another party in the event of a certain loss, damage, or injury.","['https://upload.wikimedia.org/wikipedia/commons/e/e9/2006GoodwoodBreedersCup.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Accidents_will_happen_William-H.-Watson-Universal-Star-Featurette-1922.webm', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Amicable_Society_for_a_Perpetual_Assurance_Office%2C_Serjeants%27_Inn%2C_Fleet_Street%2C_London%2C_1801.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Car_crash_1.jpg']"
Human voice,"The human voice consists of sound made by a human being using the vocal tract, including talking, singing, laughing, crying, screaming, shouting, humming or yelling.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Gray1204.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Human_voice_spectrogram.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Small particle size,Not found on Wikipedia,['Image not found']
Toy,A toy or plaything is an object that is used primarily to provide entertainment.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/3_Humfrey_hug-a-bears.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Beatrix_potter_certificate_of_registration_for_a_peter_rabbit_doll.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Child_and_Doll.jpg']"
Gland,"In animals, a gland is a group of cells in an animal's body that synthesizes substances (such as hormones) for release into the bloodstream (endocrine gland) or into cavities inside the body or its outer surface (exocrine gland).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Endocrine_vs._Exocrine.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Gray1026.png', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Histopathology_of_sclerosing_adenosis_of_the_breast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
